date,county,at_least_one_dose,fully_vaccinated,new_doses_administered
2021-03-20,Merced,56738,26469,2529
2021-03-20,Modoc,2255,1741,5
2021-03-20,Mono,6271,4001,5
2021-03-20,Monterey,111174,53061,3480
2021-03-20,Napa,54108,30342,1049
2021-03-20,Nevada,30282,18124,868
2021-03-20,Orange,863279,507402,26535
2021-03-20,Placer,119082,72734,2285
2021-03-20,Plumas,5646,2481,719
2021-03-20,Riverside,545811,328287,11176
2021-03-20,Sacramento,397014,218509,13538
2021-03-20,San Benito,14867,6749,257
2021-03-20,San Bernardino,412480,251754,9737
2021-03-20,San Diego,950556,604790,28043
2021-03-20,San Francisco,318231,166477,9153
2021-03-20,San Joaquin,163209,86140,3801
2021-03-20,San Luis Obispo,76813,47293,888
2021-03-20,San Mateo,259552,149385,8642
2021-03-20,Santa Barbara,112583,60276,2273
2021-03-20,Santa Clara,510253,314354,12099
2021-03-20,Santa Cruz,87368,54944,2266
2021-03-20,Shasta,39627,25163,729
2021-03-20,Sierra,1108,764,2
2021-03-20,Siskiyou,11851,7115,31
2021-03-20,Solano,135352,68686,5705
2021-03-20,Sonoma,174402,108639,3798
2021-03-20,Stanislaus,124491,62378,3542
2021-03-20,Sutter,23908,13067,942
2021-03-20,Tehama,10990,7100,61
2021-03-20,Trinity,2809,1889,110
2021-03-20,Tulare,106033,46328,4578
2021-03-20,Tuolumne,16237,9011,100
2021-03-20,Ventura,249350,126553,8998
2021-03-20,Yolo,68351,38307,2775
2021-03-20,Yuba,12560,6742,580
2021-03-19,Alameda,493094,288279,19788
2021-03-19,Alpine,593,259,2
2021-03-19,Amador,11570,6217,556
2021-03-19,Butte,54508,36387,706
2021-03-19,Calaveras,12231,7363,240
2021-03-19,Colusa,5183,2739,93
2021-03-19,Contra Costa,366029,219857,16196
2021-03-19,Del Norte,5284,2716,273
2021-03-19,El Dorado,53763,32052,1150
2021-03-19,Fresno,253142,110543,11391
2021-03-19,Glenn,6069,4243,101
2021-03-19,Humboldt,35871,23436,1095
2021-03-19,Imperial,44698,21212,4318
2021-03-19,Inyo,5270,3805,42
2021-03-19,Kern,168669,86422,9249
2021-03-19,Kings,27392,11249,1006
2021-03-19,Lake,16863,10512,587
2021-03-19,Lassen,4332,2135,13
2021-03-19,Los Angeles,2660360,1439401,111833
2021-03-19,Madera,34805,16857,1612
2021-03-19,Marin,107946,59696,4534
2021-03-19,Mariposa,4421,1719,348
2021-03-19,Mendocino,33823,20774,1943
2021-03-19,Merced,55365,24935,2843
2021-03-19,Modoc,2252,1736,5
2021-03-19,Mono,6267,3999,18
2021-03-19,Monterey,108116,51938,5694
2021-03-19,Napa,53549,29689,1485
2021-03-19,Nevada,29622,17476,967
2021-03-19,Orange,840618,503376,34817
2021-03-19,Placer,117632,71814,3560
2021-03-19,Plumas,4950,2459,161
2021-03-19,Riverside,537592,324140,25079
2021-03-19,Sacramento,388205,213454,15928
2021-03-19,San Benito,14667,6681,797
2021-03-19,San Bernardino,406210,247698,17502
2021-03-19,San Diego,927146,598400,30663
2021-03-19,San Francisco,312565,162537,12895
2021-03-19,San Joaquin,161152,84178,8274
2021-03-19,San Luis Obispo,76359,46815,2644
2021-03-19,San Mateo,253766,146192,7636
2021-03-19,Santa Barbara,111177,59380,4543
2021-03-19,Santa Clara,502599,309094,19975
2021-03-19,Santa Cruz,86194,53752,3282
2021-03-19,Shasta,39081,24969,630
2021-03-19,Sierra,1107,763,2
2021-03-19,Siskiyou,11842,7090,65
2021-03-19,Solano,132640,65646,3690
2021-03-19,Sonoma,171534,106875,7615
2021-03-19,Stanislaus,121398,61890,5753
2021-03-19,Sutter,23050,12974,470
2021-03-19,Tehama,10943,7082,351
2021-03-19,Trinity,2739,1849,466
2021-03-19,Tulare,103611,43803,5264
2021-03-19,Tuolumne,16193,8949,145
2021-03-19,Ventura,244722,122182,8835
2021-03-19,Yolo,67261,36587,2135
2021-03-19,Yuba,12052,6653,344
2021-03-18,Alameda,483618,276231,19631
2021-03-18,Alpine,592,258,32
2021-03-18,Amador,11167,6053,524
2021-03-18,Butte,54080,36028,1862
2021-03-18,Calaveras,12097,7185,682
2021-03-18,Colusa,5116,2707,407
2021-03-18,Contra Costa,356348,211912,15948
2021-03-18,Del Norte,5187,2534,289
2021-03-18,El Dorado,52970,31537,3065
2021-03-18,Fresno,245600,106099,12707
2021-03-18,Glenn,5984,4221,543
2021-03-18,Humboldt,35105,22784,1758
2021-03-18,Imperial,42410,19174,2008
2021-03-18,Inyo,5233,3796,192
2021-03-18,Kern,163213,81878,7411
2021-03-18,Kings,26581,10974,1247
2021-03-18,Lake,16360,10408,750
2021-03-18,Lassen,4327,2125,81
2021-03-18,Los Angeles,2587803,1395697,105527
2021-03-18,Madera,33673,16293,1982
2021-03-18,Marin,105409,57480,4549
2021-03-18,Mariposa,4111,1675,72
2021-03-18,Mendocino,33408,19193,1300
2021-03-18,Merced,53811,23516,2303
2021-03-18,Modoc,2247,1731,66
2021-03-18,Mono,6250,3996,22
2021-03-18,Monterey,103670,50533,4690
2021-03-18,Napa,52835,28893,2168
2021-03-18,Nevada,29202,16891,1027
2021-03-18,Orange,814615,494188,28768
2021-03-18,Placer,115190,70432,4224
2021-03-18,Plumas,4796,2451,64
2021-03-18,Riverside,522007,313679,23604
2021-03-18,Sacramento,378892,205470,16043
2021-03-18,San Benito,14074,6455,807
2021-03-18,San Bernardino,395751,240096,17025
2021-03-18,San Diego,906420,587399,31732
2021-03-18,San Francisco,305508,156233,10488
2021-03-18,San Joaquin,155746,80841,7987
2021-03-18,San Luis Obispo,75073,45142,2949
2021-03-18,San Mateo,249481,142184,7496
2021-03-18,Santa Barbara,107789,57896,5313
2021-03-18,Santa Clara,491557,299212,19778
2021-03-18,Santa Cruz,84273,52195,3802
2021-03-18,Shasta,38641,24724,1534
2021-03-18,Sierra,1107,761,154
2021-03-18,Siskiyou,11811,7043,916
2021-03-18,Solano,130954,63573,5348
2021-03-18,Sonoma,168352,102233,7301
2021-03-18,Stanislaus,117064,59169,5386
2021-03-18,Sutter,22737,12788,1008
2021-03-18,Tehama,10621,7039,540
2021-03-18,Trinity,2600,1413,15
2021-03-18,Tulare,100627,41303,4775
2021-03-18,Tuolumne,16085,8887,964
2021-03-18,Ventura,239487,118486,7668
2021-03-18,Yolo,66107,35538,3088
2021-03-18,Yuba,11810,6498,610
2021-03-17,Alameda,473942,265411,17910
2021-03-17,Alpine,561,257,23
2021-03-17,Amador,10919,5777,391
2021-03-17,Butte,52918,35206,1994
2021-03-17,Calaveras,11535,7057,301
2021-03-17,Colusa,4781,2499,239
2021-03-17,Contra Costa,347160,204696,15680
2021-03-17,Del Norte,5048,2382,283
2021-03-17,El Dorado,50921,30487,1231
2021-03-17,Fresno,237835,100521,8866
2021-03-17,Glenn,5676,3734,423
2021-03-17,Humboldt,34051,22043,764
2021-03-17,Imperial,40944,18555,1783
2021-03-17,Inyo,5123,3709,109
2021-03-17,Kern,158178,78953,7571
2021-03-17,Kings,25612,10487,1191
2021-03-17,Lake,15971,10016,251
2021-03-17,Lassen,4252,2118,1073
2021-03-17,Los Angeles,2516404,1356274,100336
2021-03-17,Madera,32614,15307,1492
2021-03-17,Marin,103214,55062,4252
2021-03-17,Mariposa,4059,1645,76
2021-03-17,Mendocino,33100,18171,1619
2021-03-17,Merced,52254,22653,2350
2021-03-17,Modoc,2206,1699,11
2021-03-17,Mono,6232,3983,32
2021-03-17,Monterey,100239,49069,6140
2021-03-17,Napa,51551,27998,2564
2021-03-17,Nevada,28687,16361,1054
2021-03-17,Orange,792282,487493,28282
2021-03-17,Placer,112215,69152,3573
2021-03-17,Plumas,4766,2401,73
2021-03-17,Riverside,507475,302947,22082
2021-03-17,Sacramento,368206,199538,14312
2021-03-17,San Benito,13444,6234,803
2021-03-17,San Bernardino,385512,232949,17755
2021-03-17,San Diego,888189,572935,26890
2021-03-17,San Francisco,299077,151559,13926
2021-03-17,San Joaquin,151390,76822,8273
2021-03-17,San Luis Obispo,73484,43577,3502
2021-03-17,San Mateo,244881,139103,11112
2021-03-17,Santa Barbara,103548,56634,3390
2021-03-17,Santa Clara,481372,288496,20709
2021-03-17,Santa Cruz,82149,50369,3958
2021-03-17,Shasta,37455,24279,714
2021-03-17,Sierra,1044,672,1
2021-03-17,Siskiyou,11001,6925,201
2021-03-17,Solano,127098,62050,6820
2021-03-17,Sonoma,164628,98055,6970
2021-03-17,Stanislaus,114195,56770,4792
2021-03-17,Sutter,21940,12365,1516
2021-03-17,Tehama,10247,6847,480
2021-03-17,Trinity,2590,1405,99
2021-03-17,Tulare,98060,39024,4155
2021-03-17,Tuolumne,15756,8257,170
2021-03-17,Ventura,234476,115693,7880
2021-03-17,Yolo,64585,33740,2599
2021-03-17,Yuba,11320,6259,755
2021-03-16,Alameda,464969,255773,17517
2021-03-16,Alpine,541,253,0
2021-03-16,Amador,10658,5649,458
2021-03-16,Butte,51712,34338,1697
2021-03-16,Calaveras,11472,6813,712
2021-03-16,Colusa,4653,2388,321
2021-03-16,Contra Costa,338234,197733,14871
2021-03-16,Del Norte,4881,2264,282
2021-03-16,El Dorado,50037,30044,1260
2021-03-16,Fresno,231159,97630,10335
2021-03-16,Glenn,5554,3427,118
2021-03-16,Humboldt,33586,21634,650
2021-03-16,Imperial,39670,17870,1381
2021-03-16,Inyo,5022,3693,159
2021-03-16,Kern,153139,75929,4503
2021-03-16,Kings,24757,10089,1225
2021-03-16,Lake,15862,9850,1113
2021-03-16,Lassen,3192,2103,93
2021-03-16,Los Angeles,2441491,1322794,102424
2021-03-16,Madera,31627,14747,958
2021-03-16,Marin,101137,52846,4357
2021-03-16,Mariposa,3997,1624,86
2021-03-16,Mendocino,32744,16758,587
2021-03-16,Merced,50227,22176,1709
2021-03-16,Modoc,2199,1690,173
2021-03-16,Mono,6206,3970,20
2021-03-16,Monterey,95543,47364,3695
2021-03-16,Napa,49751,27058,1914
2021-03-16,Nevada,28092,15894,1054
2021-03-16,Orange,771753,479259,27336
2021-03-16,Placer,109817,67873,3730
2021-03-16,Plumas,4708,2385,68
2021-03-16,Riverside,493211,294096,21362
2021-03-16,Sacramento,358465,194346,14537
2021-03-16,San Benito,12871,5993,519
2021-03-16,San Bernardino,374204,225787,16499
2021-03-16,San Diego,870151,563245,29981
2021-03-16,San Francisco,288631,147458,12500
2021-03-16,San Joaquin,146887,73111,7186
2021-03-16,San Luis Obispo,71208,42096,2880
2021-03-16,San Mateo,239770,132974,12102
2021-03-16,Santa Barbara,100784,55611,3769
2021-03-16,Santa Clara,470864,278163,18719
2021-03-16,Santa Cruz,79547,49013,2322
2021-03-16,Shasta,37025,23944,1112
2021-03-16,Sierra,1044,671,33
2021-03-16,Siskiyou,10959,6757,253
2021-03-16,Solano,121932,60301,3158
2021-03-16,Sonoma,161136,94410,6479
2021-03-16,Stanislaus,111185,54863,4909
2021-03-16,Sutter,21654,11119,404
2021-03-16,Tehama,9832,6753,458
2021-03-16,Trinity,2564,1332,118
2021-03-16,Tulare,95636,37222,3515
2021-03-16,Tuolumne,15663,8168,826
2021-03-16,Ventura,229535,112434,8268
2021-03-16,Yolo,62699,32955,2087
2021-03-16,Yuba,11093,5705,319
2021-03-15,Alameda,457102,245631,14692
2021-03-15,Alpine,541,253,21
2021-03-15,Amador,10516,5331,186
2021-03-15,Butte,50526,33754,1771
2021-03-15,Calaveras,10890,6666,358
2021-03-15,Colusa,4406,2266,91
2021-03-15,Contra Costa,330540,190165,9877
2021-03-15,Del Norte,4622,2241,40
2021-03-15,El Dorado,49306,29371,1439
2021-03-15,Fresno,225354,92748,7225
2021-03-15,Glenn,5472,3380,76
2021-03-15,Humboldt,33059,21253,288
2021-03-15,Imperial,38464,17156,860
2021-03-15,Inyo,4954,3596,52
2021-03-15,Kern,150172,73875,4336
2021-03-15,Kings,23931,9633,712
2021-03-15,Lake,15468,9118,634
2021-03-15,Lassen,3114,2083,31
2021-03-15,Los Angeles,2369981,1286196,77129
2021-03-15,Madera,30818,14554,763
2021-03-15,Marin,99323,49943,3282
2021-03-15,Mariposa,3938,1565,82
2021-03-15,Mendocino,32583,16288,621
2021-03-15,Merced,48849,21635,1770
2021-03-15,Modoc,2154,1558,13
2021-03-15,Mono,6191,3959,33
2021-03-15,Monterey,92952,45870,4166
2021-03-15,Napa,48194,26573,1000
2021-03-15,Nevada,27358,15512,921
2021-03-15,Orange,754023,469435,23931
2021-03-15,Placer,107332,66505,3279
2021-03-15,Plumas,4657,2368,36
2021-03-15,Riverside,480940,284194,19091
2021-03-15,Sacramento,348910,188741,12487
2021-03-15,San Benito,12489,5827,319
2021-03-15,San Bernardino,363333,219241,11615
2021-03-15,San Diego,853924,548944,22088
2021-03-15,San Francisco,279320,143797,12340
2021-03-15,San Joaquin,142537,70102,6321
2021-03-15,San Luis Obispo,69660,40662,3102
2021-03-15,San Mateo,234773,125767,7285
2021-03-15,Santa Barbara,97688,54606,2154
2021-03-15,Santa Clara,461963,268170,13158
2021-03-15,Santa Cruz,78189,48002,1268
2021-03-15,Shasta,36125,23661,492
2021-03-15,Sierra,1025,656,2
2021-03-15,Siskiyou,10810,6638,517
2021-03-15,Solano,120108,58741,4123
2021-03-15,Sonoma,157978,90865,5363
2021-03-15,Stanislaus,107344,53410,3712
2021-03-15,Sutter,21388,10937,348
2021-03-15,Tehama,9449,6641,174
2021-03-15,Trinity,2459,1319,66
2021-03-15,Tulare,93630,35637,2836
2021-03-15,Tuolumne,14982,8024,321
2021-03-15,Ventura,224395,108192,7166
2021-03-15,Yolo,61335,32157,1683
2021-03-15,Yuba,10871,5585,206
2021-03-14,Alameda,450375,237177,10927
2021-03-14,Alpine,520,252,0
2021-03-14,Amador,10459,5196,108
2021-03-14,Butte,49069,33149,169
2021-03-14,Calaveras,10809,6370,171
2021-03-14,Colusa,4367,2206,24
2021-03-14,Contra Costa,324936,185127,4624
2021-03-14,Del Norte,4586,2237,2
2021-03-14,El Dorado,48555,28555,1041
2021-03-14,Fresno,220186,90519,1800
2021-03-14,Glenn,5407,3364,1
2021-03-14,Humboldt,32976,21027,147
2021-03-14,Imperial,37688,16761,244
2021-03-14,Inyo,4921,3575,441
2021-03-14,Kern,147257,71753,2355
2021-03-14,Kings,23343,9395,684
2021-03-14,Lake,14976,8958,14
2021-03-14,Lassen,3102,2063,11
2021-03-14,Los Angeles,2318280,1255433,39787
2021-03-14,Madera,30248,14316,592
2021-03-14,Marin,98070,47875,2320
2021-03-14,Mariposa,3870,1514,16
2021-03-14,Mendocino,32306,15887,112
2021-03-14,Merced,47396,21078,295
2021-03-14,Modoc,2141,1557,0
2021-03-14,Mono,6172,3942,10
2021-03-14,Monterey,90309,44039,2284
2021-03-14,Napa,47618,26076,638
2021-03-14,Nevada,26964,14979,171
2021-03-14,Orange,738576,460258,19429
2021-03-14,Placer,105399,65030,1738
2021-03-14,Plumas,4641,2340,14
2021-03-14,Riverside,469963,274442,4930
2021-03-14,Sacramento,341090,183440,9625
2021-03-14,San Benito,12287,5693,242
2021-03-14,San Bernardino,355843,213102,3368
2021-03-14,San Diego,843771,536108,13665
2021-03-14,San Francisco,269915,139920,7681
2021-03-14,San Joaquin,138975,67019,2217
2021-03-14,San Luis Obispo,68028,39094,544
2021-03-14,San Mateo,230831,122247,5040
2021-03-14,Santa Barbara,96102,53735,888
2021-03-14,Santa Clara,455634,261044,6665
2021-03-14,Santa Cruz,77606,47284,1718
2021-03-14,Shasta,35822,23378,1005
2021-03-14,Sierra,1023,654,0
2021-03-14,Siskiyou,10408,6456,19
2021-03-14,Solano,117201,57200,4087
2021-03-14,Sonoma,155398,87702,1398
2021-03-14,Stanislaus,105415,51389,1014
2021-03-14,Sutter,21172,10754,142
2021-03-14,Tehama,9334,6556,64
2021-03-14,Trinity,2443,1268,3
2021-03-14,Tulare,91470,34848,1884
2021-03-14,Tuolumne,14878,7808,159
2021-03-14,Ventura,220066,104026,2134
2021-03-14,Yolo,60085,31543,1095
2021-03-14,Yuba,10746,5489,113
2021-03-13,Alameda,446317,229539,16315
2021-03-13,Alpine,520,252,0
2021-03-13,Amador,10440,5105,132
2021-03-13,Butte,49003,33005,272
2021-03-13,Calaveras,10800,6211,202
2021-03-13,Colusa,4356,2191,64
2021-03-13,Contra Costa,322667,182271,8248
2021-03-13,Del Norte,4586,2235,98
2021-03-13,El Dorado,48153,27802,1169
2021-03-13,Fresno,219229,89400,8453
2021-03-13,Glenn,5407,3363,11
2021-03-13,Humboldt,32938,20910,1617
2021-03-13,Imperial,37501,16688,1260
2021-03-13,Inyo,4918,3138,573
2021-03-13,Kern,145198,71213,4749
2021-03-13,Kings,22746,8916,681
2021-03-13,Lake,14970,8950,281
2021-03-13,Lassen,3101,2052,48
2021-03-13,Los Angeles,2291587,1239851,77468
2021-03-13,Madera,29933,14006,1899
2021-03-13,Marin,97241,46266,4138
2021-03-13,Mariposa,3857,1500,36
2021-03-13,Mendocino,32282,15792,827
2021-03-13,Merced,47208,20948,1069
2021-03-13,Modoc,2141,1557,6
2021-03-13,Mono,6171,3933,831
2021-03-13,Monterey,89753,42295,5586
2021-03-13,Napa,47260,25644,1192
2021-03-13,Nevada,26920,14846,960
2021-03-13,Orange,724040,452844,28637
2021-03-13,Placer,104335,64199,2257
2021-03-13,Plumas,4634,2328,27
2021-03-13,Riverside,466456,271657,8887
2021-03-13,Sacramento,335953,178347,13887
2021-03-13,San Benito,12085,5634,220
2021-03-13,San Bernardino,353394,211607,8623
2021-03-13,San Diego,838067,527335,26071
2021-03-13,San Francisco,265672,136238,6979
2021-03-13,San Joaquin,137670,65821,3326
2021-03-13,San Luis Obispo,67762,38705,969
2021-03-13,San Mateo,228050,119893,8357
2021-03-13,Santa Barbara,95484,53412,3703
2021-03-13,Santa Clara,451119,257598,11202
2021-03-13,Santa Cruz,77129,46034,3068
2021-03-13,Shasta,34930,23242,823
2021-03-13,Sierra,1023,654,25
2021-03-13,Siskiyou,10391,6438,429
2021-03-13,Solano,115175,54673,4696
2021-03-13,Sonoma,154410,87150,3572
2021-03-13,Stanislaus,104891,50857,3504
2021-03-13,Sutter,21113,10657,1015
2021-03-13,Tehama,9304,6513,71
2021-03-13,Trinity,2440,1268,12
2021-03-13,Tulare,89902,34318,4242
2021-03-13,Tuolumne,14864,7656,127
2021-03-13,Ventura,218848,102615,7377
2021-03-13,Yolo,59389,30996,1973
2021-03-13,Yuba,10684,5427,482
2021-03-12,Alameda,440167,218381,21609
2021-03-12,Alpine,520,252,19
2021-03-12,Amador,10400,5008,591
2021-03-12,Butte,48887,32788,1172
2021-03-12,Calaveras,10763,6044,440
2021-03-12,Colusa,4329,2145,121
2021-03-12,Contra Costa,318999,177267,13154
2021-03-12,Del Norte,4493,2230,180
2021-03-12,El Dorado,47433,27073,1857
2021-03-12,Fresno,214192,84982,12175
2021-03-12,Glenn,5399,3352,413
2021-03-12,Humboldt,32208,19976,1782
2021-03-12,Imperial,36379,16330,5505
2021-03-12,Inyo,4848,2628,177
2021-03-12,Kern,141580,69785,7991
2021-03-12,Kings,22161,8782,1562
2021-03-12,Lake,14716,8688,853
2021-03-12,Lassen,3054,2006,18
2021-03-12,Los Angeles,2233876,1208222,101647
2021-03-12,Madera,28925,12922,1595
2021-03-12,Marin,94801,44514,4079
2021-03-12,Mariposa,3833,1472,258
2021-03-12,Mendocino,32077,15116,2265
2021-03-12,Merced,46279,20547,2589
2021-03-12,Modoc,2137,1552,11
2021-03-12,Mono,5356,3916,10
2021-03-12,Monterey,85318,40782,4671
2021-03-12,Napa,46399,25290,1576
2021-03-12,Nevada,26162,14641,1604
2021-03-12,Orange,705713,438571,30297
2021-03-12,Placer,103010,63144,3803
2021-03-12,Plumas,4616,2308,595
2021-03-12,Riverside,460634,267275,21786
2021-03-12,Sacramento,327066,172921,18403
2021-03-12,San Benito,11930,5552,539
2021-03-12,San Bernardino,347819,208032,16077
2021-03-12,San Diego,825838,511477,27315
2021-03-12,San Francisco,260272,133564,11310
2021-03-12,San Joaquin,135590,64476,6863
2021-03-12,San Luis Obispo,67090,38297,3287
2021-03-12,San Mateo,222398,115604,10713
2021-03-12,Santa Barbara,92559,52431,3869
2021-03-12,Santa Clara,444660,251273,18296
2021-03-12,Santa Cruz,75973,44085,3089
2021-03-12,Shasta,34355,22893,1564
2021-03-12,Sierra,999,653,19
2021-03-12,Siskiyou,9989,6388,710
2021-03-12,Solano,112843,52233,6261
2021-03-12,Sonoma,152098,85645,7592
2021-03-12,Stanislaus,102386,49817,6038
2021-03-12,Sutter,20300,10440,698
2021-03-12,Tehama,9282,6454,356
2021-03-12,Trinity,2432,1262,406
2021-03-12,Tulare,86537,33338,4509
2021-03-12,Tuolumne,14848,7546,333
2021-03-12,Ventura,214047,99206,8901
2021-03-12,Yolo,58171,30065,2927
2021-03-12,Yuba,10290,5324,484
2021-03-11,Alameda,431123,204127,20019
2021-03-11,Alpine,504,250,31
2021-03-11,Amador,10095,4726,496
2021-03-11,Butte,48160,31989,2867
2021-03-11,Calaveras,10524,5843,887
2021-03-11,Colusa,4294,2046,455
2021-03-11,Contra Costa,311865,170645,13007
2021-03-11,Del Norte,4368,2174,156
2021-03-11,El Dorado,46420,25996,3104
2021-03-11,Fresno,204675,81925,11775
2021-03-11,Glenn,5298,2977,602
2021-03-11,Humboldt,30914,19270,1524
2021-03-11,Imperial,32495,14370,2013
2021-03-11,Inyo,4766,2527,215
2021-03-11,Kern,135870,66187,6433
2021-03-11,Kings,21062,8229,1258
2021-03-11,Lake,14326,8202,597
2021-03-11,Lassen,3047,1991,161
2021-03-11,Los Angeles,2161241,1165537,95849
2021-03-11,Madera,27973,12128,1705
2021-03-11,Marin,92878,42018,4626
2021-03-11,Mariposa,3704,1321,483
2021-03-11,Mendocino,30628,14191,858
2021-03-11,Merced,44384,19595,2246
2021-03-11,Modoc,2128,1545,212
2021-03-11,Mono,5350,3906,12
2021-03-11,Monterey,82349,38933,4366
2021-03-11,Napa,45468,24554,1921
2021-03-11,Nevada,25616,13551,1180
2021-03-11,Orange,686732,423390,30338
2021-03-11,Placer,100930,60644,3717
2021-03-11,Plumas,4309,1741,196
2021-03-11,Riverside,448600,252756,19878
2021-03-11,Sacramento,317289,163493,15486
2021-03-11,San Benito,11603,5252,493
2021-03-11,San Bernardino,338285,199452,16186
2021-03-11,San Diego,812447,494167,28744
2021-03-11,San Francisco,252616,128474,10580
2021-03-11,San Joaquin,131339,61592,5419
2021-03-11,San Luis Obispo,65117,36646,3432
2021-03-11,San Mateo,218398,108510,9250
2021-03-11,Santa Barbara,89898,50777,5659
2021-03-11,Santa Clara,437033,239047,17574
2021-03-11,Santa Cruz,74802,41906,3232
2021-03-11,Shasta,33717,21724,1532
2021-03-11,Sierra,999,634,166
2021-03-11,Siskiyou,9755,5875,520
2021-03-11,Solano,109403,49237,6146
2021-03-11,Sonoma,148637,80166,7764
2021-03-11,Stanislaus,98068,46399,5848
2021-03-11,Sutter,19915,9947,927
2021-03-11,Tehama,9008,6300,561
2021-03-11,Trinity,2329,955,17
2021-03-11,Tulare,83007,32018,4329
2021-03-11,Tuolumne,14716,7335,1307
2021-03-11,Ventura,209017,94504,6706
2021-03-11,Yolo,56706,28525,2713
2021-03-11,Yuba,10072,5006,447
2021-03-10,Alameda,422675,190872,17746
2021-03-10,Alpine,477,246,74
2021-03-10,Amador,9786,4533,528
2021-03-10,Butte,46024,31137,2401
2021-03-10,Calaveras,10076,5401,444
2021-03-10,Colusa,3927,1931,374
2021-03-10,Contra Costa,304674,164269,12944
2021-03-10,Del Norte,4260,2121,237
2021-03-10,El Dorado,44918,24220,1024
2021-03-10,Fresno,197758,76544,6990
2021-03-10,Glenn,4856,2791,193
2021-03-10,Humboldt,30139,18425,719
2021-03-10,Imperial,30935,13641,917
2021-03-10,Inyo,4687,2386,78
2021-03-10,Kern,131033,63572,6280
2021-03-10,Kings,20156,7761,875
2021-03-10,Lake,13796,7655,202
2021-03-10,Lassen,2947,1927,121
2021-03-10,Los Angeles,2098683,1125627,85886
2021-03-10,Madera,26865,11206,1208
2021-03-10,Marin,89452,40693,4583
2021-03-10,Mariposa,3478,1042,36
2021-03-10,Mendocino,30178,13734,1171
2021-03-10,Merced,42929,18631,3007
2021-03-10,Modoc,1994,1357,10
2021-03-10,Mono,5341,3894,292
2021-03-10,Monterey,79484,37054,3407
2021-03-10,Napa,44340,23627,1550
2021-03-10,Nevada,25019,12945,1066
